83.72,83.7
800.13,800.1
680,680-686.99
434.0,434
0,8
276.69,276.6
162.4,162
202.76,202.7
53.43,53.4
E825,E820-E825.9
738.4,738
75.37,75.3
662.33,662.3
360.14,360.1
88.84,88.8
644.20,644.2
209.22,209.2
803.25,803.2
533.10,533.1
147,140-149.99
371.44,371.4
22.63,22.6
34.73,34.7
00.72,00.7
E904.0,E904
712.90,712.9
795.08,795.0
655.50,655.5
635.72,635.7
525.6,525
99.10,99.1
725-729.99,710-739.99
852.46,852.4
985.1,985
263,260-269.99
97.12,97.1
637.82,637.8
327.36,327.3
E929.3,E929
287.0,287
V77.1,V77
843.1,843
17.45,17.4
339.82,339.8
54.9,54
017.83,017.8
250.20,250.2
35.6,35
480.2,480
654.04,654.0
79.66,79.6
599.71,599.7
V49.73,V49.7
074.2,074
95.47,95.4
V49.71,V49.7
151.4,151
676.91,676.9
79.87,79.8
77.89,77.8
534.70,534.7
729.79,729.7
813.11,813.1
364.77,364.7
813.13,813.1
851.04,851.0
55.98,55.9
636.40,636.4
796.73,796.7
796.71,796.7
379.41,379.4
88.15,88.1
363.21,363.2
379.43,379.4
271.2,271
V63,V60-V69.99
628.9,628
4,2
988.8,988
091.61,091.6
00.1,00-00.99
77.8,77
296.10,296.1
81.51,81.5
58.5,58
93.77,93.7
93.61,93.6
V09.9,V09
20.2,20
355,350-359.99
863.52,863.5
195.2,195
99.07,99.0
041.9,041
V34,V30-V39.99
800,800-804.99
336.1,336
197.3,197
863.50,863.5
32.3,32
302.2,302
642.3,642
482.89,482.8
471,470-478.99
92,87-99.99
999.42,999.4
V34.01,V34.0
682,680-686.99
659.30,659.3
529.4,529
820.22,820.2
208.10,208.1
727.03,727.0
81.54,81.5
030.9,030
184.2,184
72.29,72.2
955.9,955
695.11,695.1
617.9,617
195.5,195
201.73,201.7
52.1,52
201.71,201.7
764.02,764.0
493.2,493
712.37,712.3
608.83,608.8
078.0,078
712.39,712.3
948.95,948.9
016.71,016.7
78.91,78.9
E920.4,E920
E920.2,E920
730.10,730.1
600.2,600
940.3,940
205.92,205.9
205.90,205.9
296.40,296.4
722.6,722
305.3,305
460,460-466.99
519.19,519.1
214.0,214
03.52,03.5
34.04,34.0
00.03,00.0
516.3,516
18.1,18
518.4,518
53.21,53.2
153.4,153
236,235-238.99
760-763.99,760-779.99
801.92,801.9
803.99,803.9
E855.4,E855
65.6,65
780.2,780
921.1,921
664.31,664.3
E967.2,E967
535.10,535.1
94.42,94.4
E926.4,E926
37.4,37
733.22,733.2
733.20,733.2
623.1,623
763.81,763.8
368.43,368.4
08.92,08.9
32.9,32
368.41,368.4
386.54,386.5
370.32,370.3
77.76,77.7
845.1,845
E949.1,E949
V79.1,V79
801.90,801.9
941.48,941.4
847.2,847
290.11,290.1
980,980-989.99
200.55,200.5
482.2,482
52.19,52.1
86.04,86.0
88.02,88.0
290.41,290.4
V13,V10-V19.99
719.15,719.1
26.41,26.4
93.27,93.2
V58.82,V58.8
065.2,065
573.8,573
225,210-229.99
014.03,014.0
17.23,17.2
84.99,84.9
944.20,944.2
53.59,53.5
73.91,73.9
653.31,653.3
86.64,86.6
V64.04,V64.0
910.1,910
V64.02,V64.0
88.62,88.6
95.25,95.2
928,925-929.99
832.14,832.1
49.43,49.4
E832.7,E832
752.81,752.8
806.19,806.1
84.9,84
21.01,21.0
388.8,388
V48.3,V48
V68.1,V68
99.54,99.5
525.64,525.6
525.66,525.6
E873.5,E873
394.0,394
034.1,034
37.33,37.3
E832.9,E832
791.5,791
59.11,59.1
145.5,145
V09.91,V09.9
37.36,37.3
127.8,127
698.4,698
803.3,803
013.82,013.8
726.1,726
205.21,205.2
E879.7,E879
E838.9,E838
37.93,37.9
369.6,369
801.36,801.3
801.34,801.3
V48.6,V48
E900.9,E900
917,910-919.99
552,550-553.99
V45.72,V45.7
664.61,664.6
362.42,362.4
00.50,00.5
091.6,091
380.53,380.5
53,42-54.99
304.71,304.7
516.6,516
692.0,692
728.2,728
363.2,363
023.1,023
312.03,312.0
53.81,53.8
290.1,290
705.82,705.8
902.40,902.4
13.1,13
523.01,523.0
715.1,715
718.08,718.0
091.9,091
25.2,25
E813.6,E813
82.22,82.2
647.53,647.5
804.46,804.4
E015.9,E015
747.11,747.1
60.6,60
939.2,939
454.8,454
669.83,669.8
E836.3,E836
816.02,816.0
816.00,816.0
772.3,772
526.69,526.6
321.1,321
58.31,58.3
017.0,017
156.8,156
783.6,783
850,850-854.99
386.1,386
046.0,046
996.4,996
86.51,86.5
313.89,313.8
709.9,709
579.4,579
239.3,239
079.89,079.8
530.12,530.1
93.74,93.7
17.70,17.7
202.50,202.5
524.89,524.8
355.3,355
015.2,015
378.08,378.0
304.13,304.1
81.07,81.0
772.6,772
863.9,863
982.1,982
642.0,642
806.7,806
E836,E830-E838.9
45.0,45
716.31,716.3
718.38,718.3
E980.3,E980
013.26,013.2
V84.01,V84.0
943.41,943.4
908.4,908
943.43,943.4
369.20,369.2
16.52,16.5
40.5,40
344.0,344
761.3,761
E013.3,E013
458.29,458.2
03.95,03.9
E929.8,E929
V23.0,V23
44.43,44.4
78.44,78.4
550-553.99,520-579.99
799,797-799.99
310.1,310
752.8,752
376.01,376.0
228.0,228
674.84,674.8
821.01,821.0
94.54,94.5
300.82,300.8
37.80,37.8
531.30,531.3
72.79,72.7
V49.76,V49.7
032.85,032.8
502,500-508.99
E893.0,E893
173,170-176.99
296.8,296
66.21,66.2
327.10,327.1
895.1,895
E852.2,E852
004.2,004
971.1,971
631.0,631
E013,E001-E030.9
611.2,611
65.41,65.4
789.60,789.6
34.01,34.0
016.41,016.4
46.11,46.1
376.31,376.3
821.31,821.3
659.7,659
999.8,999
948.65,948.6
948.63,948.6
E819.8,E819
996.00,996.0
313.2,313
E819.6,E819
77.29,77.2
60.91,60.9
414.07,414.0
810.01,810.0
072.7,072
537.3,537
323.72,323.7
557.1,557
804.76,804.7
783.22,783.2
653.3,653
673.1,673
333.0,333
9,2
335.8,335
299.11,299.1
E006.2,E006
615,614-616.99
301.9,301
56.39,56.3
404.01,404.0
795.3,795
209.57,209.5
941.09,941.0
117.2,117
286,280-289.99
02.12,02.1
276.51,276.5
219.8,219
84.59,84.5
666.02,666.0
194.9,194
E957,E950-E959.9
99.42,99.4
V91.12,V91.1
860.0,860
630-633.99,630-679.99
534.61,534.6
50.93,50.9
56.3,56
368.02,368.0
E800,E800-E807.9
727.61,727.6
E922.4,E922
562.0,562
37.0,37
94.02,94.0
706.9,706
202.1,202
E806.3,E806
813.04,813.0
813.02,813.0
379.34,379.3
379.32,379.3
664.6,664
003.20,003.2
731,730-739.99
041.11,041.1
851.90,851.9
200.16,200.1
200.14,200.1
233.2,233
091.50,091.5
213.4,213
V03.5,V03
V23.3,V23
57.19,57.1
640-649.99,630-679.99
733.11,733.1
160.1,160
98.27,98.2
11.99,11.9
E928.6,E928
200.46,200.4
517.8,517
72.71,72.7
604,600-608.99
095.4,095
89.09,89.0
905.4,905
236.3,236
525.25,525.2
720,720-724.99
926.11,926.1
941.39,941.3
801.81,801.8
801.83,801.8
183.9,183
E847,E846-E848.9
434.90,434.9
V58.43,V58.4
978,960-979.99
56.9,56
83.63,83.6
854.05,854.0
225.0,225
752.40,752.4
337.22,337.2
301.20,301.2
45.31,45.3
820.13,820.1
80.14,80.1
531.2,531
716.61,716.6
9,4
008.42,008.4
633.8,633
942.55,942.5
789.2,789
57.7,57
202.4,202
058.81,058.8
201.62,201.6
752.42,752.4
73.51,73.5
675.22,675.2
584,580-589.99
270.9,270
718.55,718.5
429.6,429
80.74,80.7
373.33,373.3
084.4,084
770.83,770.8
622.8,622
776.1,776
63.4,63
512.0,512
296.0,296
V50.1,V50
32.0,32
44.1,44
V78.8,V78
V09.50,V09.5
89.6,89
636.70,636.7
844.8,844
666.32,666.3
611.5,611
951.6,951
646.54,646.5
34.92,34.9
805.14,805.1
37.53,37.5
534.3,534
13.64,13.6
365.06,365.0
78.17,78.1
78.01,78.0
99.45,99.4
873.64,873.6
V53.51,V53.5
171.4,171
836.69,836.6
E863.2,E863
707.25,707.2
778.2,778
758.4,758
362.03,362.0
327.0,327
56.83,56.8
91.66,91.6
78.61,78.6
156,150-159.99
304.60,304.6
721.90,721.9
304.62,304.6
378.55,378.5
810.0,810
745.3,745
85.24,85.2
17.3,17
806.17,806.1
821.3,821
743.34,743.3
756.6,756
743.36,743.3
29.4,29
77,76-84.99
366.09,366.0
758.7,758
V42.89,V42.8
660.03,660.0
E007.8,E007
V84.0,V84
804.93,804.9
V58.73,V58.7
622.12,622.1
622.10,622.1
97.34,97.3
747.4,747
365.15,365.1
382.4,382
671.33,671.3
09.20,09.2
44.03,44.0
669.44,669.4
07.22,07.2
078.3,078
89.69,89.6
76.96,76.9
022.8,022
89.56,89.5
84.09,84.0
646.93,646.9
943.02,943.0
745.6,745
056.7,056
133.9,133
958.4,958
V73.0,V73
76.9,76
429.9,429
680.4,680
200.85,200.8
29.33,29.3
205.12,205.1
454,451-459.99
279.05,279.0
205.10,205.1
96.19,96.1
V45.61,V45.6
207.22,207.2
97.59,97.5
851.51,851.5
646.1,646
306.0,306
781,780-789.99
38.87,38.8
96.7,96
969.00,969.0
374.5,374
663.43,663.4
661.2,661
714.8,714
678.11,678.1
372.56,372.5
803.19,803.1
066.41,066.4
385.8,385
E866.4,E866
V49.67,V49.6
E825.6,E825
794.13,794.1
65.01,65.0
760.7,760
058.12,058.1
617.1,617
652.13,652.1
252.1,252
V42.2,V42
63.93,63.9
018.95,018.9
42.65,42.6
78.64,78.6
44.63,44.6
675.93,675.9
675.91,675.9
49.2,49
615.0,615
382.00,382.0
V17.8,V17
516.63,516.6
794.9,794
286.3,286
85.71,85.7
825.20,825.2
323.63,323.6
839.4,839
04.89,04.8
65.61,65.6
534.31,534.3
567.8,567
V07,V07-V09.99
24.4,24
V11.4,V11
E843.7,E843
14.32,14.3
E843.9,E843
379.90,379.9
E836.1,E836
633.81,633.8
V59.9,V59
V10.62,V10.6
E802.9,E802
269.8,269
97.81,97.8
159.0,159
784.69,784.6
42.68,42.6
045.00,045.0
385.10,385.1
V84,V83-V84.99
944.1,944
604.0,604
E800.3,E800
342.92,342.9
716.20,716.2
621.33,621.3
943.34,943.3
426.89,426.8
943.32,943.3
38.21,38.2
349.31,349.3
712.86,712.8
97,87-99.99
692.3,692
275.0,275
V65.1,V65
07.72,07.7
995.67,995.6
433,430-438.99
995.65,995.6
71.09,71.0
712.95,712.9
E904.3,E904
296.01,296.0
36.10,36.1
312.9,312
E988.5,E988
741.01,741.0
290.4,290
919.7,919
003.9,003
863.41,863.4
317,317-319.99
428.43,428.4
85.74,85.7
945.26,945.2
871.0,871
80.27,80.2
E945.1,E945
E849.9,E849-E849.9
4,7
57.1,57
457.0,457
E929-E929.9,E000-E999.9
902.0,902
E000.0,E000
742.59,742.5
070-079.99,001-139.99
327.39,327.3
309.28,309.2
71.9,71
573.0,573
84.56,84.5
719.32,719.3
E927.0,E927
374.12,374.1
374.10,374.1
08.52,08.5
91.19,91.1
244.2,244
51.8,51
016.30,016.3
301.6,301
016.32,016.3
404,401-405.99
862.39,862.3
722.83,722.8
796.76,796.7
760.74,760.7
378.6,378
327.43,327.4
880.10,880.1
770.0,770
914.9,914
V72.83,V72.8
016.76,016.7
016.74,016.7
302.71,302.7
441.2,441
781.3,781
730.15,730.1
364.0,364
12.42,12.4
376.5,376
46.43,46.4
48.41,48.4
066.0,066
50.21,50.2
123.4,123
75.5,75
752.45,752.4
648.91,648.9
201.67,201.6
945.02,945.0
032.1,032
716.66,716.6
716.64,716.6
41.93,41.9
764.93,764.9
619.1,619
654.13,654.1
654.11,654.1
017.92,017.9
300.29,300.2
211.9,211
367.3,367
656.23,656.2
846.2,846
641,640-649.99
27.2,27
813.46,813.4
E874.2,E874
851.39,851.3
903.9,903
718.20,718.2
863.85,863.8
756.11,756.1
946.1,946
02.99,02.9
015.15,015.1
353.0,353
59.93,59.9
173.41,173.4
750.5,750
410.4,410
38.65,38.6
098.31,098.3
370.35,370.3
711.81,711.8
45.28,45.2
711.83,711.8
368.46,368.4
654.43,654.4
112.4,112
637.91,637.9
51.04,51.0
362.06,362.0
0,3
952.13,952.1
374.54,374.5
96.54,96.5
180.9,180
804.1,804
374.56,374.5
588.1,588
93.93,93.9
945.30,945.3
674.5,674
389.22,389.2
389.20,389.2
945.32,945.3
V49.4,V49
532.01,532.0
63.71,63.7
279.1,279
E863.7,E863
E863.5,E863
242.30,242.3
V12.60,V12.6
296.45,296.4
011.82,011.8
92.12,92.1
011.91,011.9
35.1,35
54.4,54
054.11,054.1
E967.7,E967
651.0,651
530.86,530.8
663.5,663
246.2,246
322.2,322
E965.1,E965
873.0,873
E924.1,E924
80.90,80.9
00.35,00.3
68.21,68.2
34.20,34.2
941.13,941.1
941.11,941.1
347.10,347.1
992.3,992
577.1,577
237.0,237
305.81,305.8
305.83,305.8
088.89,088.8
077,070-079.99
642.92,642.9
93.96,93.9
96.57,96.5
804.4,804
V18.6,V18
391.9,391
V70.9,V70
642.90,642.9
716.08,716.0
522,520-529.99
575.0,575
209.61,209.6
383.21,383.2
733,730-739.99
V25.3,V25
68.24,68.2
202.14,202.1
34.23,34.2
00.22,00.2
E814.1,E814
287.39,287.3
900.89,900.8
288,280-289.99
410.00,410.0
88.34,88.3
22.2,22
046.79,046.7
34.3,34
066,060-066.99
511,510-519.99
81.8,81
909.2,909
674.10,674.1
929.0,929
995.4,995
E820,E820-E825.9
815.02,815.0
961.5,961
815.00,815.0
704,700-709.99
E826.3,E826
564.0,564
E942.2,E942
388.43,388.4
995.7,995
944.55,944.5
909.5,909
655.6,655
944.53,944.5
635.8,635
099.5,099
45.75,45.7
11.74,11.7
393,393-398.99
637.9,637
704.01,704.0
801.39,801.3
272.9,272
415.19,415.1
202.44,202.4
22.00,22.0
879.7,879
V26.51,V26.5
715.31,715.3
V05.8,V05
E948.4,E948
753.22,753.2
88.94,88.9
79.76,79.7
E982.8,E982
717.43,717.4
115.12,115.1
364,360-379.99
668.02,668.0
E977,E970-E978.9
668.00,668.0
054.41,054.4
862.0,862
754.40,754.4
964.6,964
339.22,339.2
377.13,377.1
99.86,99.8
35.7,35
736.70,736.7
533.2,533
339.20,339.2
756.52,756.5
756.50,756.5
371.70,371.7
67.6,67
017.53,017.5
964.9,964
624.8,624
017.51,017.5
295.8,295
209.6,209
90.61,90.6
601.0,601
42.2,42
575,570-579.99
364.01,364.0
438.14,438.1
801.69,801.6
151.1,151
17.42,17.4
41.4,41
848.9,848
10.0,10
87.79,87.7
375.33,375.3
375.31,375.3
590.00,590.0
750.21,750.2
E905.0,E905
803.81,803.8
230.8,230
444.22,444.2
250.6,250
865.1,865
426.54,426.5
00.82,00.8
E867,E860-E869.9
657.00,657.0
637.22,637.2
99.20,99.2
637.20,637.2
E826,E826-E829.9
E836.6,E836
75.31,75.3
527.1,527
366.13,366.1
536.3,536
825.25,825.2
556.1,556
43.11,43.1
346.33,346.3
346.31,346.3
E813.9,E813
691,690-698.99
362.77,362.7
87.7,87
173.4,173
E980.6,E980
702.19,702.1
V84.04,V84.0
75.91,75.9
284.8,284
E935,E930-E949.9
369.25,369.2
635.40,635.4
369.23,369.2
673.31,673.3
371.14,371.1
22.60,22.6
56.61,56.6
371.12,371.1
673.33,673.3
852.16,852.1
728.82,728.8
730.71,730.7
296.06,296.0
477.8,477
38.18,38.1
996.03,996.0
E922.9,E922
812.0,812
158,150-159.99
483.0,483
863.46,863.4
54.96,54.9
298.0,298
52.98,52.9
V88.1,V88
86.83,86.8
88.81,88.8
911.5,911
854.1,854
295.10,295.1
98.05,98.0
279.49,279.4
996.91,996.9
656.81,656.8
95.44,95.4
922.8,922
637.52,637.5
365.89,365.8
525.3,525
V33,V30-V39.99
738.1,738
41.33,41.3
253.7,253
593.8,593
662.01,662.0
202.85,202.8
202.83,202.8
718.6,718
07.00,07.0
376.36,376.3
76.74,76.7
662.31,662.3
456,451-459.99
360.12,360.1
86.86,86.8
V85.52,V85.5
295.40,295.4
803.23,803.2
295.42,295.4
717.82,717.8
52.85,52.8
011.52,011.5
616.9,616
28.0,28
82.41,82.4
792.3,792
51.01,51.0
59.4,59
823.3,823
015.71,015.7
87.66,87.6
V57.3,V57
42.8,42
154.2,154
765.14,765.1
90.64,90.6
711.42,711.4
120.3,120
V18.61,V18.6
81.39,81.3
V22,V20-V29.99
911.8,911
851.95,851.9
222.9,222
582.8,582
651.01,651.0
V75.0,V75
629.32,629.3
378.3,378
V45.01,V45.0
370.00,370.0
799.51,799.5
E902.1,E902
799.53,799.5
299.9,299
V65.19,V65.1
06.91,06.9
348.31,348.3
942.34,942.3
368.11,368.1
E874.5,E874
865.14,865.1
711.86,711.8
010.10,010.1
V30.2,V30
364.75,364.7
693,690-698.99
45.6,45
904.41,904.4
617.6,617
E833.9,E833
E833.7,E833
827.1,827
362.5,362
17.33,17.3
200.23,200.2
200.25,200.2
E820-E825.9,E800-E848.9
749.14,749.1
250.62,250.6
65.79,65.7
99.64,99.6
84.93,84.9
943.1,943
603.0,603
E840-E845.9,E800-E848.9
529.1,529
369.69,369.6
664,660-669.99
E968.2,E968
010.8,010
E968.4,E968
755.22,755.2
9,0
E931.7,E931
645.1,645
305.0,305
18.2,18
201.41,201.4
713.8,713
337.01,337.0
659.00,659.0
733.6,733
371.58,371.5
371.56,371.5
099.54,099.5
65.7,65
660.5,660
854.16,854.1
854.14,854.1
595.8,595
011.96,011.9
E010.9,E010
791.2,791
738.12,738.1
487.1,487
373.12,373.1
40.0,40
768.73,768.7
V54.19,V54.1
803.69,803.6
744.22,744.2
V17.89,V17.8
941.18,941.1
801.60,801.6
209.66,209.6
295.84,295.8
404.10,404.1
11.52,11.5
634.1,634
614.3,614
941.16,941.1
420.99,420.9
95.35,95.3
257.8,257
664.01,664.0
702.8,702
991,990-995.99
949.5,949
518.1,518
807.05,807.0
807.03,807.0
584.5,584
873.43,873.4
V91.21,V91.2
306.51,306.5
584.8,584
E831,E830-E838.9
873.75,873.7
86.61,86.6
873.73,873.7
669.23,669.2
V12.09,V12.0
671.12,671.1
671.10,671.1
653.01,653.0
E837.3,E837
796.4,796
296.89,296.8
9,3
039.0,039
091.3,091
380.23,380.2
32.50,32.5
755.61,755.6
06.0,06
82.32,82.3
378.34,378.3
25.3,25
E814.6,E814
362.12,362.1
901.3,901
249.11,249.1
783.0,783
719.80,719.8
521.15,521.1
232.2,232
072.79,072.7
85,85-86.99
443.89,443.8
432,430-438.99
E901.9,E901
331.7,331
06.94,06.9
996.79,996.7
V10.02,V10.0
93.24,93.2
95.22,95.2
156.2,156
002.9,002
58.41,58.4
E908.3,E908
316,300-316.99
94.64,94.6
660.10,660.1
676.34,676.3
905.6,905
998.33,998.3
37.90,37.9
658.23,658.2
365.22,365.2
40.53,40.5
941.57,941.5
730.89,730.8
671.42,671.4
81.17,81.1
726.91,726.9
916.9,916
E948.9,E948
941.55,941.5
221.2,221
201.4,201
772.0,772
013.50,013.5
421,420-429.99
013.52,013.5
794.3,794
454.2,454
72.8,72
300.9,300
871.5,871
53.5,53
320.7,320
40.6,40
207.01,207.0
530.2,530
643,640-649.99
801.04,801.0
52.7,52
E988,E980-E989.9
125.4,125
92.09,92.0
35.35,35.3
756.55,756.5
127.5,127
125.7,125
78.41,78.4
534.01,534.0
V91.2,V91
804.16,804.1
804.14,804.1
349.8,349
35.95,35.9
384.81,384.8
905.9,905
676.64,676.6
851.30,851.3
296.2,296
70.78,70.7
438.19,438.1
E853.2,E853
16.65,16.6
576.9,576
66.31,66.3
941,940-949.99
249.20,249.2
366.0,366
808.2,808
783.3,783
443.2,443
368.1,368
93.84,93.8
641.80,641.8
806.26,806.2
E878,E878-E879.9
27.57,27.5
743.45,743.4
794.6,794
114.4,114
743.43,743.4
039.3,039
366.18,366.1
366.16,366.1
77.39,77.3
800.83,800.8
79.37,79.3
E837,E830-E838.9
793.82,793.8
616.11,616.1
89.49,89.4
806.1,806
V80.2,V80
758.9,758
20.3,20
647.8,647
806.4,806
201.02,201.0
201.00,201.0
08.42,08.4
32.4,32
079,070-079.99
304.80,304.8
70.12,70.1
874.9,874
E991.6,E991
E946,E930-E949.9
653.0,653
013.91,013.9
730.2,730
058.21,058.2
V25.04,V25.0
V25.02,V25.0
381.4,381
041.3,041
99.17,99.1
38.5,38
V10.41,V10.4
786.4,786
930,930-939.99
46.21,46.2
752.5,752
695.1,695
355.0,355
81.04,81.0
674.52,674.5
03.02,03.0
140.8,140
480.9,480
94.67,94.6
674.54,674.5
372.33,372.3
58.6,58
389.08,389.0
93.71,93.7
943.11,943.1
V09.3,V09
365.52,365.5
171.9,171
579.1,579
868.03,868.0
524.57,524.5
422.92,422.9
633.90,633.9
671.81,671.8
V09.6,V09
719.11,719.1
V10.71,V10.7
446.6,446
202.88,202.8
513,510-519.99
E850.4,E850
V72.0,V72
E962.2,E962
00.13,00.1
056.09,056.0
733.3,733
428.22,428.2
370.4,370
235-238.99,140-239.99
E816.0,E816
81.64,81.6
204.12,204.1
493,490-496.99
35.82,35.8
54.24,54.2
361.33,361.3
877.1,877
E944.1,E944
765.19,765.1
765.17,765.1
323.42,323.4
948.33,948.3
999.5,999
659.4,659
377,360-379.99
23.72,23.7
205.30,205.3
59.71,59.7
E893.8,E893
296.5,296
775.4,775
V13.81,V13.8
794.31,794.3
45.50,45.5
746.02,746.0
381.00,381.0
780.59,780.5
780.57,780.5
940.0,940
251.1,251
88.12,88.1
52.13,52.1
379.11,379.1
V61.0,V61
87.32,87.3
53.31,53.3
780,780-789.99
282.2,282
790.8,790
803.39,803.3
209.36,209.3
79.51,79.5
639.9,639
381.7,381
65.19,65.1
E834.1,E834
001-139.99,001-999.99
902.87,902.8
52.2,52
863.20,863.2
041.6,041
021.8,021
197.0,197
790.01,790.0
968.7,968
303.92,303.9
534.40,534.4
052.9,052
99.77,99.7
366,360-379.99
811,810-819.99
77.86,77.8
482,480-488.99
V26.1,V26
459.32,459.3
77.17,77.1
346.81,346.8
V59.73,V59.7
737.1,737
08.33,08.3
853.1,853
297.0,297
424.90,424.9
634.42,634.4
654.20,654.2
098.10,098.1
V31.01,V31.0
524.3,524
203.00,203.0
851.16,851.1
55.83,55.8
711.60,711.6
33.92,33.9
636.52,636.5
96.47,96.4
V43.89,V43.8
771.83,771.8
963.9,963
376.45,376.4
302.50,302.5
376.43,376.4
807.08,807.0
948.77,948.7
623.8,623
779.2,779
E817.9,E817
098.8,098
296.24,296.2
011.61,011.6
296.22,296.2
637.70,637.7
150.1,150
55.9,55
0,2
374.33,374.3
507.8,507
847.9,847
71.71,71.7
056.00,056.0
V74.0,V74
E919.3,E919
31.0,31
50.3,50
283.10,283.1
842.1,842
62.4,62
764.14,764.1
716.82,716.8
910.8,910
802.25,802.2
208.22,208.2
989.0,989
755.66,755.6
673.81,673.8
E890.9,E890
362.17,362.1
296.54,296.5
V12.71,V12.7
535.6,535
35.73,35.7
722.90,722.9
284.89,284.8
172.7,172
E015.0,E015
E925,E916-E928.9
748.4,748
209.40,209.4
206.8,206
730.22,730.2
136.21,136.2
730.24,730.2
759.7,759
379.55,379.5
E908.8,E908
157,150-159.99
363.33,363.3
941.20,941.2
574.31,574.3
57.51,57.5
76,76-84.99
200.67,200.6
305.92,305.9
746.6,746
85.42,85.4
51.41,51.4
83.44,83.4
950-957.99,800-999.99
39.98,39.9
V15.81,V15.8
210.9,210
383.00,383.0
978.0,978
618.1,618
864.02,864.0
V63.0,V63
V43.2,V43
00.57,00.5
84.24,84.2
717.6,717
96.34,96.3
E815,E810-E819.9
737.4,737
30.2,30
661.33,661.3
08.20,08.2
455,451-459.99
V85.3,V85
031.1,031
801.09,801.0
634.72,634.7
368.55,368.5
079.6,079
77.61,77.6
370.44,370.4
146,140-149.99
55.86,55.8
711.90,711.9
21.85,21.8
010.84,010.8
77.64,77.6
098.51,098.5
800.3,800
636.91,636.9
53.75,53.7
82.29,82.2
804.19,804.1
84.27,84.2
020.1,020
50.26,50.2
715.8,715
679.11,679.1
V04.81,V04.8
71.21,71.2
288.66,288.6
288.64,288.6
48.2,48
83.31,83.3
607.1,607
947.2,947
276.0,276
944.32,944.3
65.54,65.5
V32.2,V32
782,780-789.99
836.50,836.5
43.7,43
83.09,83.0
309.1,309
649.2,649
375.5,375
453.77,453.7
444,440-449.99
V74.3,V74
284.2,284
E981.8,E981
V61.06,V61.0
377.6,377
717.9,717
046.7,046
E876.4,E876
695.55,695.5
E992.3,E992
386.8,386
599.6,599
852.51,852.5
31.6,31
88.56,88.5
599.9,599
690.18,690.1
670.00,670.0
63.5,63
07.65,07.6
259.8,259
V25.09,V25.0
902.22,902.2
704.8,704
668.11,668.1
991.3,991
375.8,375
362.56,362.5
265.0,265
341.20,341.2
91.34,91.3
37.21,37.2
377.22,377.2
V01.4,V01
013.96,013.9
493.22,493.2
364.5,364
618.4,618
653.43,653.4
V10.46,V10.4
68.39,68.3
E871.8,E871
E864.2,E864
V43.5,V43
202.23,202.2
719.29,719.2
945.1,945
E810.3,E810
42.83,42.8
015.9,015
48.29,48.2
16.0,16
444.01,444.0
943.16,943.1
616.3,616
729.5,729
63,60-64.99
E932.4,E932
369.02,369.0
960.5,960
620.4,620
637.31,637.3
814.02,814.0
980.3,980
48.8,48
83.91,83.9
52.51,52.5
004.9,004
346.40,346.4
651.5,651
825.32,825.3
89.37,89.3
346.42,346.4
825.34,825.3
39.55,39.5
574.3,574
36.06,36.0
902.52,902.5
210-229.99,140-239.99
056.71,056.7
535.61,535.6
787.1,787
673.10,673.1
521.89,521.8
673.8,673
333.7,333
996.70,996.7
84.71,84.7
V45.84,V45.8
4,3
754.89,754.8
934.1,934
789.35,789.3
789.33,789.3
E955.1,E955
80.42,80.4
71.24,71.2
070.49,070.4
E921.9,E921
445.89,445.8
276.3,276
532.2,532
803.02,803.0
209.01,209.0
93.02,93.0
552.0,552
388.61,388.6
V85.31,V85.3
V87.41,V87.4
91.94,91.9
656.90,656.9
V71,V70-V82.99
600.9,600
620.7,620
202.62,202.6
36.0,36
55.3,55
662.10,662.1
V56.31,V56.3
795.52,795.5
711.21,711.2
364.10,364.1
344.30,344.3
E834.6,E834
903.3,903
48.73,48.7
E827.0,E827
E834.4,E834
423,420-429.99
861.0,861
015.50,015.5
E811.7,E811
01.25,01.2
35.26,35.2
35.10,35.1
017.62,017.6
302.9,302
017.60,017.6
810.13,810.1
44.31,44.3
78.32,78.3
443.24,443.2
443.22,443.2
357.81,357.8
192.2,192
942.39,942.3
368.16,368.1
35.13,35.1
01.12,01.1
90.79,90.7
363.03,363.0
91.81,91.8
E913.1,E913
68.8,68
665.22,665.2
574,570-579.99
70.53,70.5
726.79,726.7
09.2,09
555.1,555
690,690-698.99
861.3,861
521.2,521
327.22,327.2
716.43,716.4
23.1,23
906.4,906
427.5,427
371.23,371.2
371.21,371.2
E968.9,E968
943.55,943.5
654.6,654
730.80,730.8
011.31,011.3
721,720-724.99
098.5,098
960.8,960
78.98,78.9
392,390-392.99
146.0,146
850.0,850
70.6,70
14.75,14.7
48.76,48.7
795.82,795.8
E857,E850-E858.9
979,960-979.99
665.9,665
E979.2,E979
E979.4,E979
201.44,201.4
V04.8,V04
E938.6,E938
201.46,201.4
878.7,878
55.39,55.3
89.24,89.2
200.28,200.2
722.81,722.8
E831.6,E831
305.53,305.5
305.51,305.5
50.5,50
444.0,444
784.1,784
E821,E820-E825.9
62.6,62
410.1,410
750.2,750
38.62,38.6
81.9,81
015.80,015.8
173.49,173.4
053.71,053.7
E943.4,E943
57.92,57.9
88.44,88.4
209.69,209.6
872.6,872
455.3,455
E838.0,E838
668.1,668
00.32,00.3
E900.0,E900
V07.0,V07
10.44,10.4
379.46,379.4
277.81,277.8
